customer_id,business_name,segment,industry,annual_revenue,number_of_employees,loan_amount,loan_product,credit_score_bucket,risk_rating,relationship_length_years,region,is_collateralized,interest_rate,delinquency_count_12m,loan_outcome,churn_label,customer_persona
C0032,Prime Studios,SME,Construction,2421542,209,105860,Equipment Loan,low,1,3.8,Territories,False,8.11,3,approved,1,formal_cfo
C0033,Pioneer Logistics,microbusiness,Retail,396827,6,56153,Government-Backed Loan,high,1,5.4,Ontario,False,10.08,0,refinanced_elsewhere,0,formal_cfo
C0034,Urban Consulting,SME,E-commerce,7807727,221,330627,Equipment Loan,medium,4,4.9,Territories,False,4.19,2,approved,0,thoughtful_manager
C0035,Summit Builders,SME,Healthcare,6452975,214,155451,Equipment Loan,medium,10,4.9,Quebec,False,5.71,0,refinanced_elsewhere,0,thoughtful_manager
C0036,Bright Studios,SME,Tech Startup,2061176,85,136180,Real Estate Loan,high,5,8.0,Prairies,False,6.45,0,approved,0,busy_founder
C0037,Green Studios,SME,Construction,3731028,90,82681,Government-Backed Loan,very_high,3,1.3,Quebec,True,9.41,0,pending,0,impatient_owner
C0038,Bright Solutions,microbusiness,Healthcare,421205,9,86365,Equipment Loan,low,1,3.1,Quebec,True,9.08,0,closed_paid_off,0,busy_founder
C0039,Green Enterprises,SME,Healthcare,4735884,250,270467,Term Loan,high,7,9.7,Quebec,True,8.12,1,approved,0,impatient_owner
C0040,Silver Enterprises,SME,Hospitality,8058378,242,252113,Equipment Loan,high,7,5.3,Territories,True,8.47,1,renewed,1,formal_cfo
C0041,Atlas Builders,microbusiness,Hospitality,132068,1,234180,Real Estate Loan,high,8,5.6,Quebec,True,5.35,1,renewed,0,busy_founder
C0042,Pioneer Studios,SME,Manufacturing,2999627,242,159267,Line of Credit,low,3,2.3,Alberta,False,8.26,2,refinanced_elsewhere,1,busy_founder
C0043,Atlas Consulting,SME,Tech Startup,7748238,198,188989,Government-Backed Loan,medium,2,6.0,Atlantic,True,8.89,2,pending,0,busy_founder
C0044,Bright Studios,microbusiness,Tech Startup,195834,3,326881,Real Estate Loan,high,8,6.5,Alberta,False,7.26,0,approved,0,thoughtful_manager
C0045,Atlas Solutions,SME,E-commerce,5776722,74,189488,Term Loan,very_high,7,4.6,Atlantic,False,10.1,0,closed_paid_off,1,busy_founder
C0046,Prime Builders,SME,Retail,2698037,247,171010,Real Estate Loan,high,8,2.7,Quebec,True,11.29,1,approved,0,thoughtful_manager
C0047,Prime Studios,microbusiness,Tech Startup,130725,8,395706,Equipment Loan,medium,5,6.5,Atlantic,True,7.36,0,declined,1,formal_cfo
C0048,Green Builders,SME,Healthcare,543037,82,176529,Government-Backed Loan,medium,8,5.1,Territories,False,7.07,0,approved,0,busy_founder
C0049,Prime Tech,SME,Hospitality,1232280,91,267975,Real Estate Loan,medium,3,7.8,Territories,True,3.8,0,pending,0,thoughtful_manager
C0050,Summit Consulting,SME,Retail,3089751,29,266148,Equipment Loan,medium,7,1.5,British Columbia,False,10.31,2,closed_paid_off,1,thoughtful_manager
C0051,Pioneer Logistics,microbusiness,Hospitality,200669,4,67384,Real Estate Loan,very_high,2,6.9,British Columbia,True,9.05,3,approved,1,busy_founder
C0052,Blue Solutions,microbusiness,E-commerce,465508,3,109120,Line of Credit,low,7,5.7,Prairies,False,5.43,3,approved,1,busy_founder
C0053,Silver Consulting,SME,E-commerce,6297629,160,176842,Real Estate Loan,high,8,0.8,Quebec,False,5.09,0,declined,0,busy_founder
C0054,Prime Consulting,SME,Construction,1322825,243,337931,Real Estate Loan,high,5,5.7,Atlantic,False,5.34,2,approved,0,formal_cfo
C0055,Silver Solutions,SME,Tech Startup,2704724,33,174722,Equipment Loan,high,3,5.8,Atlantic,True,9.79,2,approved,1,formal_cfo
C0056,Atlas Foods,SME,Healthcare,1763313,46,138287,Real Estate Loan,very_high,9,1.2,Territories,True,9.83,0,pending,0,busy_founder
C0057,Blue Studios,SME,Manufacturing,919843,168,314339,Equipment Loan,very_high,4,2.4,British Columbia,False,8.58,0,renewed,0,impatient_owner
C0058,Silver Consulting,SME,Manufacturing,9518535,44,223762,Real Estate Loan,medium,9,2.4,Atlantic,True,9.44,0,declined,1,thoughtful_manager
C0059,Prime Builders,SME,Hospitality,4461312,228,210151,Term Loan,very_high,6,4.5,Prairies,True,11.32,0,approved,0,thoughtful_manager
C0060,Silver Logistics,microbusiness,Retail,116020,10,127586,Term Loan,high,9,3.4,Territories,True,5.23,2,approved,0,impatient_owner
C0061,Bright Solutions,microbusiness,E-commerce,107633,1,89102,Term Loan,medium,4,8.0,Ontario,True,3.63,0,approved,0,impatient_owner
C0062,Bright Solutions,SME,E-commerce,8953010,66,342493,Term Loan,high,9,1.2,Alberta,True,8.65,0,refinanced_elsewhere,1,impatient_owner
C0063,Summit Builders,microbusiness,Manufacturing,84436,3,164187,Government-Backed Loan,high,9,6.1,Ontario,False,6.55,0,approved,0,impatient_owner
C0064,Pioneer Enterprises,SME,Tech Startup,8108449,112,238098,Term Loan,medium,6,4.2,Quebec,False,6.49,0,refinanced_elsewhere,0,impatient_owner
C0065,North Solutions,SME,Professional Services,9921856,153,192829,Term Loan,medium,7,0.7,Alberta,False,9.27,4,renewed,1,formal_cfo
C0066,Blue Logistics,microbusiness,Manufacturing,242707,2,166049,Government-Backed Loan,medium,7,8.5,Ontario,False,11.3,2,renewed,1,busy_founder
C0067,North Retail,SME,Construction,3543480,232,95105,Government-Backed Loan,high,2,3.6,Ontario,True,8.57,0,renewed,0,busy_founder
C0068,Summit Enterprises,SME,Healthcare,1925342,236,47582,Line of Credit,low,10,9.4,Territories,True,4.15,0,declined,1,formal_cfo
C0069,Urban Enterprises,SME,Logistics,8664342,144,369769,Equipment Loan,low,7,2.9,Atlantic,False,3.94,0,refinanced_elsewhere,0,busy_founder
C0070,Atlas Foods,microbusiness,Tech Startup,117730,7,299226,Line of Credit,medium,6,4.4,British Columbia,True,10.39,0,approved,0,thoughtful_manager
C0071,Urban Builders,SME,Construction,5948705,53,344075,Real Estate Loan,high,6,4.1,Atlantic,True,10.26,0,pending,0,busy_founder
C0072,Atlas Logistics,SME,Professional Services,2413049,145,287361,Line of Credit,very_high,6,5.2,Atlantic,True,11.17,1,approved,0,formal_cfo
C0073,Bright Studios,microbusiness,Professional Services,293245,10,323808,Real Estate Loan,high,10,6.3,Territories,False,11.39,0,refinanced_elsewhere,1,thoughtful_manager
C0074,Bright Services,SME,Retail,5707779,128,256933,Term Loan,low,5,5.1,Ontario,True,10.41,2,renewed,1,impatient_owner
C0075,Urban Retail,microbusiness,Healthcare,129094,1,256203,Term Loan,high,6,4.8,Alberta,False,4.17,1,approved,0,formal_cfo
C0076,Urban Enterprises,SME,Logistics,1378547,212,350766,Equipment Loan,low,2,7.8,Prairies,True,6.59,0,closed_paid_off,0,formal_cfo
C0077,Pioneer Tech,microbusiness,Healthcare,416204,7,87607,Government-Backed Loan,high,2,9.7,Ontario,True,6.51,1,closed_paid_off,0,impatient_owner
C0078,Urban Services,SME,Retail,4093556,97,274946,Line of Credit,medium,3,3.2,Ontario,True,5.87,1,pending,0,impatient_owner
C0079,Silver Solutions,microbusiness,Logistics,485864,10,106790,Real Estate Loan,low,6,1.7,Quebec,False,5.4,0,approved,0,formal_cfo
C0080,Summit Enterprises,microbusiness,Healthcare,280999,8,167729,Real Estate Loan,medium,7,9.5,British Columbia,False,10.04,2,approved,0,busy_founder
C0081,Green Foods,microbusiness,Construction,193021,8,289144,Line of Credit,high,2,7.7,Atlantic,False,5.28,0,approved,0,busy_founder
C0082,Green Logistics,microbusiness,Healthcare,101948,6,96571,Line of Credit,low,8,0.4,Quebec,False,4.61,1,declined,1,busy_founder
C0083,North Studios,SME,Manufacturing,5552478,41,45034,Line of Credit,medium,10,3.0,Territories,True,4.39,3,pending,0,formal_cfo
C0084,Blue Foods,SME,Retail,7488844,57,368321,Term Loan,medium,6,3.6,Alberta,True,7.71,0,refinanced_elsewhere,0,thoughtful_manager
C0085,North Logistics,SME,Construction,1633461,98,146419,Term Loan,high,6,0.3,British Columbia,True,6.32,0,renewed,0,thoughtful_manager
C0086,Urban Studios,microbusiness,Tech Startup,72967,4,41970,Equipment Loan,very_high,9,3.0,Atlantic,True,10.02,0,approved,1,impatient_owner
C0087,Atlas Logistics,microbusiness,Healthcare,439707,8,222713,Equipment Loan,very_high,8,8.9,Prairies,False,6.44,1,approved,0,thoughtful_manager
C0088,Blue Enterprises,SME,Healthcare,5460015,88,253788,Government-Backed Loan,high,3,0.9,Atlantic,False,6.31,0,closed_paid_off,0,busy_founder
C0089,Bright Retail,SME,Healthcare,3184131,17,94857,Government-Backed Loan,high,8,8.0,Alberta,True,4.04,1,approved,0,formal_cfo
C0090,Silver Solutions,SME,Tech Startup,2810140,145,212387,Real Estate Loan,medium,5,0.9,Territories,True,4.41,1,declined,0,busy_founder
C0091,Prime Tech,microbusiness,Construction,307530,4,84297,Line of Credit,high,8,9.2,British Columbia,True,9.21,5,closed_paid_off,0,busy_founder
C0092,Atlas Enterprises,SME,Construction,3420762,213,209526,Government-Backed Loan,medium,4,1.7,Territories,False,5.39,0,approved,0,formal_cfo
C0093,North Foods,microbusiness,Construction,426894,8,295615,Real Estate Loan,high,10,10.0,Prairies,True,11.28,1,declined,1,formal_cfo
C0094,Atlas Tech,microbusiness,Manufacturing,136327,3,189167,Line of Credit,medium,9,1.6,Alberta,False,10.27,0,renewed,1,busy_founder
C0095,Green Services,microbusiness,E-commerce,354425,3,109758,Government-Backed Loan,high,10,1.8,British Columbia,True,10.89,0,closed_paid_off,0,busy_founder
C0096,Urban Retail,SME,Retail,9653271,84,356544,Equipment Loan,medium,7,8.9,Prairies,True,4.08,0,declined,1,formal_cfo
C0097,North Retail,SME,Logistics,9139932,153,75670,Equipment Loan,medium,2,7.6,Quebec,True,5.48,0,approved,0,formal_cfo
C0098,Atlas Solutions,SME,Hospitality,9135649,129,281493,Equipment Loan,medium,2,1.7,Territories,False,7.54,4,approved,1,thoughtful_manager
C0099,Summit Studios,SME,E-commerce,7729768,44,158659,Equipment Loan,high,6,8.5,Atlantic,True,3.91,0,approved,0,thoughtful_manager
C0100,North Services,microbusiness,Professional Services,466755,6,312464,Equipment Loan,high,4,4.0,Atlantic,False,6.71,0,approved,0,thoughtful_manager
C0101,Atlas Studios,microbusiness,Healthcare,256021,10,176884,Government-Backed Loan,medium,9,3.3,Alberta,True,9.17,0,closed_paid_off,0,thoughtful_manager
C0102,Blue Services,microbusiness,Tech Startup,460467,10,322846,Line of Credit,high,10,9.7,Ontario,True,7.69,1,closed_paid_off,0,formal_cfo
C0103,Bright Tech,microbusiness,Hospitality,269561,3,236510,Line of Credit,medium,10,4.5,Atlantic,False,10.48,1,approved,1,busy_founder
C0104,Silver Builders,SME,Healthcare,9444387,97,306404,Equipment Loan,high,5,4.7,Quebec,False,5.04,0,pending,0,busy_founder
C0105,Urban Solutions,SME,Healthcare,5087856,83,83897,Government-Backed Loan,high,7,3.6,Prairies,False,6.66,0,closed_paid_off,1,impatient_owner
C0106,Pioneer Retail,SME,Tech Startup,9535838,79,314659,Equipment Loan,low,10,2.1,Quebec,False,5.41,0,refinanced_elsewhere,1,impatient_owner
C0107,Atlas Builders,SME,Manufacturing,586930,150,102806,Real Estate Loan,high,8,7.7,British Columbia,True,5.1,4,approved,0,impatient_owner
C0108,North Tech,microbusiness,Professional Services,142163,1,228139,Real Estate Loan,low,5,8.8,Prairies,False,3.57,0,approved,0,thoughtful_manager
C0109,Pioneer Tech,SME,Construction,6047958,51,260603,Equipment Loan,high,1,8.1,Quebec,False,9.83,0,closed_paid_off,0,thoughtful_manager
C0110,Silver Retail,SME,Manufacturing,3600114,45,270323,Equipment Loan,very_high,1,6.7,Prairies,True,5.38,1,refinanced_elsewhere,0,impatient_owner
C0111,North Solutions,microbusiness,Retail,210854,3,232555,Government-Backed Loan,very_high,5,1.3,British Columbia,False,8.61,3,approved,0,thoughtful_manager
C0112,Summit Tech,SME,Logistics,8399184,203,301814,Line of Credit,high,10,5.5,British Columbia,False,4.15,0,renewed,0,impatient_owner
C0113,Summit Solutions,microbusiness,E-commerce,497996,9,251651,Term Loan,high,10,1.7,Quebec,True,10.69,0,approved,0,impatient_owner
C0114,Silver Foods,SME,Retail,550591,200,134243,Government-Backed Loan,low,7,2.6,Prairies,True,4.01,5,refinanced_elsewhere,0,impatient_owner
C0115,Summit Foods,microbusiness,Professional Services,432357,7,216325,Real Estate Loan,medium,7,6.5,Territories,True,8.96,1,pending,0,formal_cfo
C0116,Blue Foods,microbusiness,Hospitality,61919,5,262747,Government-Backed Loan,medium,7,0.1,Territories,False,5.48,0,approved,0,impatient_owner
C0117,Summit Studios,microbusiness,Hospitality,361397,1,254063,Government-Backed Loan,high,1,0.8,Quebec,True,3.85,0,pending,0,formal_cfo
C0118,Summit Solutions,microbusiness,Healthcare,402600,6,144205,Equipment Loan,high,9,6.0,Alberta,True,5.9,0,refinanced_elsewhere,0,thoughtful_manager
C0119,Blue Tech,microbusiness,Healthcare,461987,9,187108,Real Estate Loan,medium,5,6.7,British Columbia,True,9.54,0,closed_paid_off,0,thoughtful_manager
C0120,Prime Builders,SME,Logistics,7016590,72,153691,Line of Credit,medium,2,5.3,Alberta,False,10.28,0,renewed,0,impatient_owner
C0121,Summit Retail,microbusiness,Tech Startup,224569,5,28039,Line of Credit,very_high,2,8.7,Quebec,False,9.53,3,renewed,0,formal_cfo
C0122,Pioneer Consulting,SME,Logistics,6527375,88,157133,Equipment Loan,medium,8,5.4,Prairies,True,9.92,1,closed_paid_off,1,busy_founder
C0123,Bright Solutions,microbusiness,Professional Services,356200,10,397493,Real Estate Loan,medium,4,2.7,Atlantic,True,6.54,2,declined,0,busy_founder
C0124,Blue Foods,SME,Professional Services,3339807,45,397651,Government-Backed Loan,medium,9,8.0,British Columbia,False,11.16,0,closed_paid_off,0,impatient_owner
C0125,Blue Consulting,microbusiness,Hospitality,54792,4,285149,Real Estate Loan,medium,10,7.1,Atlantic,False,10.97,3,renewed,0,thoughtful_manager
C0126,Pioneer Solutions,SME,E-commerce,7723819,216,113987,Term Loan,very_high,9,0.3,Ontario,True,5.04,0,closed_paid_off,0,busy_founder
C0127,Atlas Enterprises,microbusiness,Hospitality,494526,2,362745,Term Loan,low,7,6.9,Ontario,True,7.31,1,renewed,0,busy_founder
C0128,Green Services,microbusiness,Hospitality,412958,10,269299,Equipment Loan,low,2,9.0,Quebec,False,5.74,0,renewed,0,impatient_owner
C0129,Blue Enterprises,microbusiness,Logistics,345676,4,317111,Real Estate Loan,high,9,3.1,Atlantic,True,9.54,0,refinanced_elsewhere,1,busy_founder
C0130,Atlas Studios,SME,Hospitality,7155572,208,191115,Term Loan,high,8,0.9,Territories,True,6.35,3,declined,1,impatient_owner
C0131,Summit Tech,microbusiness,Manufacturing,249229,3,224274,Equipment Loan,medium,2,2.8,Atlantic,True,5.97,0,approved,0,thoughtful_manager
C0132,Atlas Tech,SME,Manufacturing,9798265,33,332960,Government-Backed Loan,high,7,1.0,Atlantic,True,6.81,1,renewed,0,formal_cfo
C0133,Atlas Services,microbusiness,Logistics,207879,5,278538,Line of Credit,low,7,1.5,Quebec,True,5.9,1,approved,0,thoughtful_manager
C0134,Bright Retail,microbusiness,Tech Startup,53548,7,194177,Government-Backed Loan,medium,6,1.4,Atlantic,True,6.94,2,renewed,0,formal_cfo
C0135,Bright Builders,microbusiness,Logistics,414358,8,321926,Line of Credit,medium,5,3.0,Ontario,False,6.64,0,pending,0,impatient_owner
C0136,Summit Tech,SME,Construction,7364256,182,281778,Line of Credit,high,4,7.0,Territories,True,4.73,0,approved,0,thoughtful_manager
C0137,Urban Foods,SME,E-commerce,6531903,189,301493,Government-Backed Loan,high,2,7.9,Atlantic,True,5.49,1,approved,0,thoughtful_manager
C0138,Bright Enterprises,microbusiness,Retail,317741,9,312549,Government-Backed Loan,high,4,2.7,Atlantic,True,6.63,1,pending,0,impatient_owner
C0139,Prime Consulting,SME,Logistics,2876915,99,183520,Equipment Loan,medium,4,1.2,Atlantic,True,6.29,0,renewed,0,impatient_owner
C0140,Blue Services,SME,Manufacturing,4592180,142,111463,Government-Backed Loan,low,9,8.0,British Columbia,True,7.2,1,renewed,0,thoughtful_manager
C0141,Summit Retail,microbusiness,Tech Startup,52333,4,127890,Equipment Loan,high,2,4.4,Alberta,True,9.9,0,approved,0,thoughtful_manager
C0142,North Tech,SME,Logistics,6405327,226,260050,Government-Backed Loan,low,5,1.2,Alberta,False,8.22,1,approved,1,busy_founder
C0143,Blue Solutions,SME,Logistics,6937584,118,117388,Real Estate Loan,high,3,1.5,Alberta,True,7.42,0,approved,0,busy_founder
C0144,Blue Studios,microbusiness,Hospitality,344430,9,362396,Real Estate Loan,medium,8,3.9,Territories,True,10.22,0,approved,0,busy_founder
C0145,Summit Builders,microbusiness,E-commerce,289768,10,279686,Government-Backed Loan,medium,10,1.8,Ontario,True,9.7,2,approved,1,thoughtful_manager
C0146,Atlas Foods,SME,Manufacturing,4652891,86,36898,Real Estate Loan,medium,2,8.3,British Columbia,True,11.45,1,approved,0,busy_founder
C0147,North Foods,microbusiness,Professional Services,158497,1,318883,Equipment Loan,medium,10,2.1,Territories,True,6.09,1,approved,0,impatient_owner
C0148,Prime Enterprises,microbusiness,Construction,417749,3,150902,Line of Credit,high,4,6.6,Territories,False,8.91,0,pending,0,thoughtful_manager
C0149,Pioneer Builders,SME,E-commerce,6691986,126,275875,Equipment Loan,medium,2,2.9,British Columbia,False,7.17,1,approved,0,formal_cfo
C0150,Prime Logistics,SME,Construction,6166591,150,323003,Line of Credit,medium,8,8.3,Ontario,False,10.65,1,approved,0,impatient_owner
C0151,Blue Foods,SME,Tech Startup,7677281,61,381020,Line of Credit,high,5,9.9,Atlantic,True,10.96,0,renewed,0,formal_cfo
C0152,North Solutions,SME,Hospitality,2096917,10,131894,Real Estate Loan,low,10,6.6,Prairies,True,8.94,0,renewed,0,thoughtful_manager
C0153,Atlas Logistics,microbusiness,Hospitality,472553,2,74107,Equipment Loan,medium,5,1.0,Prairies,True,9.69,1,approved,1,impatient_owner
C0154,North Builders,SME,Healthcare,3039636,245,235854,Government-Backed Loan,high,4,2.2,British Columbia,True,4.3,1,pending,0,busy_founder
C0155,Bright Foods,SME,Manufacturing,5280177,209,382008,Term Loan,high,5,5.6,Quebec,True,8.36,0,approved,0,formal_cfo
C0156,Blue Services,microbusiness,Hospitality,87230,9,26326,Equipment Loan,very_high,3,6.4,Prairies,True,10.21,0,pending,0,impatient_owner
C0157,Silver Enterprises,microbusiness,Retail,81703,7,285609,Equipment Loan,high,9,2.2,Ontario,False,6.89,0,renewed,1,impatient_owner
C0158,Prime Consulting,microbusiness,Professional Services,357461,2,182618,Real Estate Loan,high,4,3.3,Alberta,True,4.19,0,declined,0,formal_cfo
C0159,Silver Tech,microbusiness,Retail,231773,9,291173,Equipment Loan,low,3,5.0,Quebec,False,10.49,1,approved,1,thoughtful_manager
C0160,Green Tech,microbusiness,Construction,379007,2,280124,Real Estate Loan,medium,1,9.8,British Columbia,True,8.04,0,approved,0,impatient_owner
C0161,Urban Builders,microbusiness,Retail,178215,1,267340,Equipment Loan,medium,3,8.6,Territories,True,11.18,0,closed_paid_off,0,formal_cfo
C0162,Prime Tech,SME,Healthcare,6754683,40,283214,Term Loan,low,9,8.3,Ontario,False,11.13,0,declined,0,busy_founder
C0163,North Consulting,SME,Retail,9959107,210,179336,Government-Backed Loan,medium,6,2.1,Ontario,True,7.45,1,approved,0,formal_cfo
C0164,Prime Consulting,SME,Retail,660974,95,20766,Real Estate Loan,high,5,5.5,Quebec,True,7.74,0,declined,0,busy_founder
C0165,Silver Retail,microbusiness,E-commerce,245293,8,64513,Government-Backed Loan,low,3,7.0,Prairies,False,6.65,0,approved,1,busy_founder
C0166,Bright Studios,SME,Healthcare,4419346,29,126279,Line of Credit,high,10,4.6,Ontario,True,4.35,0,approved,0,formal_cfo
C0167,Silver Studios,SME,Construction,3144347,216,379690,Equipment Loan,high,10,1.3,Territories,True,10.19,0,approved,0,impatient_owner
C0168,Atlas Services,microbusiness,Retail,341479,9,150994,Term Loan,medium,3,8.6,Prairies,True,3.99,1,approved,0,impatient_owner
C0169,Pioneer Solutions,SME,Manufacturing,3817700,241,358683,Real Estate Loan,high,2,10.0,Atlantic,False,10.13,0,approved,0,thoughtful_manager
C0170,Prime Studios,microbusiness,Logistics,235568,4,118121,Equipment Loan,medium,3,4.3,British Columbia,True,8.45,0,approved,0,impatient_owner
C0171,Silver Logistics,SME,Professional Services,9321696,73,350696,Government-Backed Loan,high,7,2.1,Prairies,False,6.37,0,declined,0,thoughtful_manager
C0172,Green Services,microbusiness,Healthcare,475034,5,50718,Real Estate Loan,medium,10,2.3,Alberta,False,11.29,0,renewed,0,impatient_owner
C0173,Bright Tech,SME,Healthcare,3414404,55,144020,Government-Backed Loan,medium,6,9.9,Territories,False,3.73,1,refinanced_elsewhere,0,formal_cfo
C0174,Blue Consulting,SME,Professional Services,1442342,69,335444,Line of Credit,low,8,0.5,Prairies,True,10.84,0,approved,0,busy_founder
C0175,Urban Logistics,microbusiness,Professional Services,325930,6,58027,Equipment Loan,high,7,1.2,Territories,True,6.19,0,refinanced_elsewhere,1,thoughtful_manager
C0176,Atlas Builders,SME,Hospitality,3441912,106,180863,Equipment Loan,low,1,5.9,British Columbia,False,11.09,0,refinanced_elsewhere,1,busy_founder
C0177,Urban Studios,microbusiness,Tech Startup,90793,4,201828,Equipment Loan,low,2,3.4,Quebec,False,8.86,1,approved,0,impatient_owner
C0178,North Solutions,microbusiness,Retail,434085,7,107209,Real Estate Loan,medium,7,3.9,Atlantic,True,6.5,2,closed_paid_off,0,formal_cfo
C0179,Blue Foods,microbusiness,Retail,186906,2,58902,Equipment Loan,low,7,0.3,Ontario,True,4.1,3,refinanced_elsewhere,0,thoughtful_manager
C0180,Blue Retail,microbusiness,Logistics,223588,4,119606,Real Estate Loan,high,9,0.6,Quebec,True,5.75,0,approved,0,formal_cfo
C0181,Silver Enterprises,microbusiness,Logistics,397089,10,271830,Line of Credit,low,4,3.0,Atlantic,True,5.83,0,closed_paid_off,0,thoughtful_manager
C0182,Summit Foods,SME,Professional Services,6697531,57,253714,Term Loan,medium,8,8.9,Ontario,True,10.2,0,approved,1,busy_founder
C0183,Prime Solutions,microbusiness,E-commerce,479080,9,239483,Government-Backed Loan,high,8,8.4,Atlantic,True,5.39,0,approved,1,formal_cfo
C0184,Prime Foods,microbusiness,Professional Services,116157,1,241970,Term Loan,very_high,7,8.1,Quebec,True,10.08,0,pending,0,impatient_owner
C0185,Atlas Enterprises,SME,E-commerce,9218920,127,26482,Government-Backed Loan,medium,7,8.6,Ontario,True,4.7,0,pending,1,impatient_owner
C0186,Green Consulting,SME,E-commerce,4931477,108,363297,Real Estate Loan,medium,8,8.8,Ontario,True,5.7,0,renewed,1,busy_founder
C0187,Atlas Enterprises,SME,Construction,5584418,89,166982,Real Estate Loan,high,2,0.3,Ontario,False,5.32,0,renewed,0,thoughtful_manager
